image_id,region,lon,lat,captured_at
501865417663914,Outaouais,-75.97926182768,45.830251594688,1530369879000
236424778257987,Outaouais,-75.973455563679,45.820399940238,1503753731000
557833969857206,Outaouais,-75.337123,45.725432,1684576339000
1152243065274215,Outaouais,-75.97925576887,45.830283296552,1530272921000
6099190576833487,Estrie,-72.35374,45.02029,1682168355000
373420785230955,Laval,-73.689391917941,45.608599380863,1703013055214
1184057105377550,Laval,-73.804563888889,45.550111111111,1497963579000
797063154563635,Outaouais,-75.979269407126,45.830236132063,1508504837000
136024955696095,Laval,-73.805368038131,45.551073760162,1653071951348
865542790972274,Outaouais,-75.969562484335,45.831050810279,1569154721000
461039871859827,Laurentides,-74.4541833169,45.85233889453,1530963333000
148284987309212,Laval,-73.804563888889,45.550111111111,1497963579000
9965341360204344,Chaudiere-Appalaches,-70.895265365868,46.304124574549,1693491634000
1081417283076660,Laval,-73.804508831898,45.550122356703,1709473943683
482225009650498,Laval,-73.644088730975,45.649838201114,1433071201580
204084949334741,Chaudiere-Appalaches,-70.871897752668,46.309422240751,1693492107000
542845924461730,Mauricie,-72.769386613549,46.808364691415,1658834562958
1436109133949322,Laval,-73.640802212267,45.653905895946,1709306215050
1005948554349118,Laval,-73.803457660233,45.549613841086,1724151475916
1074950834084858,Monteregie,-73.615540843153,45.419897750759,1605197903209
1186450652957744,Chaudiere-Appalaches,-71.021454078954,46.251242140543,1765121224815
318557110740219,Laval,-73.637952561524,45.653303435642,1693496099640
578348331047887,Mauricie,-72.769458092823,46.807779336775,1687705472000
1757910851447248,Monteregie,-73.618464299689,45.419935218733,1605195530095
254604346872591,Laval,-73.645371026624,45.649885586005,1654001676628
137867072457328,Mauricie,-72.778011635118,46.794795097866,1658835018480
3867375180259218,Monteregie,-73.61651269659,45.419836401659,1605195739428
1489354735846704,Mauricie,-73.958877848523,47.998831695238,1754168754000
1487548425415288,Mauricie,-72.769320493332,46.808246448148,1694810733000
787060573809469,Laval,-73.750639729889,45.639788861303,1756827706851
617980040457229,Gaspesie-Iles-de-la-Madeleine,-65.664041,48.242241,1691148622000
1479819116189030,Mauricie,-72.769173167511,46.80817131045,1695499529000
1976253339470690,Laval,-73.750674690584,45.63986002191,1722700566203
1510806053627582,Mauricie,-73.347976162576,48.050978088579,1754150458000
603588605314288,Gaspesie-Iles-de-la-Madeleine,-65.665796,48.244495,1691148693000
624082162549312,Capitale-Nationale,-70.7340547,47.613250299972,1662473575000
772406617503262,Laurentides,-74.023116021434,45.744690974095,1653672391717
1977546575967528,Laurentides,-75.0632293,47.1690066,1659450388000
3441739836107694,Laval,-73.685598827404,45.610457728853,1654001472553
1161431466202003,Chaudiere-Appalaches,-70.966401443577,46.343846654908,1765121858873
316840979806809,Laval,-73.753366158512,45.545604653665,1583851894722
826353429191256,Laval,-73.685123583413,45.610792026221,1693496342578
529243211417223,Laval,-73.753694886758,45.544305860115,1583861896675
358026567322619,Estrie,-72.200800181019,45.615444762801,1719321689671
4525745484158965,Outaouais,-77.2897741,46.1626124,1627560806000
214050420303584,Laval,-73.751250298603,45.542096776151,1544297290631
192025666300768,Outaouais,-77.260519599972,46.1625591,1627561391000
426796798489000,Laval,-73.750428137063,45.541290608021,1544297271779
2270375393446880,Estrie,-71.958395952509,45.390401727255,1764238820878
1379139830506520,Monteregie,-72.883594023455,45.356082655577,1764370370065
3866824943618556,Estrie,-71.957592623341,45.39214540403,1764519452774
3765632793564096,Laval,-73.751312666834,45.539337144396,1544297065797
176590151741091,Capitale-Nationale,-70.610916669798,47.639360078798,1685533039000
1210037464209887,Laurentides,-75.629558880065,46.610269487831,1755288516000
2937794366488801,Monteregie,-73.237676105556,45.54437694874,1407165574000
574768975673699,Estrie,-71.94653767961,45.39218970312,1748376079623
3335139910059973,Monteregie,-72.892847277755,45.357303550059,1694013926072
176777537657359,Monteregie,-73.238187665877,45.54408270199,1502226203103
1469305106769822,Monteregie,-72.908322638246,45.35964368968,1465732897591
834816599533414,Centre-du-Quebec,-71.656878045488,45.889130373478,1765055738984
479499089965655,Monteregie,-72.890519305159,45.356722298931,1558119393000
297411575254207,Monteregie,-73.215124969517,45.552186475926,1502226062387
1101906157880426,Chaudiere-Appalaches,-70.938832924868,46.680987839104,1690625812000
3938287353109751,Monteregie,-73.002086316392,45.287638916753,1719311691505
529375245114006,Monteregie,-73.210042708269,45.563641406299,1407164563000
464445621525509,Monteregie,-73.00216258658,45.287676035871,1558364815000
1291481872441321,Laval,-73.812411225985,45.578317012298,1756647139596
1055227210113408,Bas-Saint-Laurent,-67.5496474,48.19286,1757259691000
2827621394144368,Monteregie,-73.230661228077,45.546310084808,1407165543000
184849477779597,Monteregie,-73.02518,45.2956,1681147604000
1475662203853785,Laval,-73.812456775203,45.57842221033,1756648806724
2248524648979331,Estrie,-72.230555324469,45.403251484446,1764796420315
1335457073505412,Monteregie,-73.224903050057,45.548019286389,1407165503000
797017646605247,Bas-Saint-Laurent,-67.5482831,48.1846002,1757258980000
1440720560545944,Laval,-73.810036593108,45.577469494383,1758367292344
947641339323426,Monteregie,-73.229545645359,45.546632251324,1407165524000
791802519920798,Bas-Saint-Laurent,-67.5490122,48.1979769,1757258606000
432942505445584,Outaouais,-75.9025684,47.423243999972,1659625954000
2418604011891533,Chaudiere-Appalaches,-71.172108874176,46.570273450685,1765123561842
170444334996806,Monteregie,-73.210923013966,45.556895495831,1502225988342
1467842864540293,Bas-Saint-Laurent,-67.5276196,48.1957069,1757260104000
1430570647518061,Chaudiere-Appalaches,-71.199089476922,46.55326620772,1693489294000
363438826858923,Capitale-Nationale,-71.870401,47.156545,1722197470000
622987589885495,Laval,-73.70196954274,45.610097359135,1703016604250
1026256551834996,Capitale-Nationale,-71.87236,47.149579,1722197545000
221326090642485,Outaouais,-75.011521,46.084764,1684591910000
771387102428961,Laval,-73.70291014692,45.611860438512,1759061626271
145565550887873,Laval,-73.727146711166,45.554016795925,1548532917320
1017831166326052,Laval,-73.702506398475,45.610552273499,1722858583101
1157657644683814,Laval,-73.724116363098,45.551470940225,1553807550624
4111920975551241,Abitibi-Temiscamingue,-79.438216666667,47.489683333333,1531057316000
1652329709124546,Laval,-73.723997588079,45.551523407218,1773521434032
2360464014873178,Estrie,-71.651254329962,45.172370959708,1724523733956
175810207656046,Abitibi-Temiscamingue,-79.438186096647,47.508369446101,1531057387000
1929693201122686,Lanaudiere,-74.291097260671,46.295739066105,1752245640000
2799219583741133,Laval,-73.726895131139,45.55438936351,1516988089675
8951358884916564,Estrie,-71.641187671833,45.17296035799,1724523249138
969352544325446,Gaspesie-Iles-de-la-Madeleine,-65.299066604309,48.128668555598,1691313724000
196404009876372,Gaspesie-Iles-de-la-Madeleine,-65.27766,48.100882,1691314458000
493431655419916,Outaouais,-76.325142477843,46.372065519045,1596669240509
581242622842415,Outaouais,-76.325148335057,46.372025000019,1596346343044
1119272045814664,Monteregie,-74.054715106539,45.387666601446,1717512236633
514321986391899,Outaouais,-76.325220804526,46.371957000117,1596346340007
1388874775373398,Monteregie,-74.054027042585,45.388040072895,1698507532666
634476824616133,Laurentides,-74.306344694339,46.064077481378,1568982569000
1126193105009057,Monteregie,-74.055373071229,45.387060944983,1699700412233
852964311959775,Centre-du-Quebec,-71.846608356651,46.384898505909,1572611013023
794846204754833,Laurentides,-74.289604097115,46.063341740169,1558037486418
312081221672751,Monteregie,-73.757384736796,45.019576730222,1656456445857
1100313617604012,Monteregie,-74.056080094005,45.387639735854,1694971627700
528495683405818,Montreal,-73.762772189584,45.492753968052,1700069616058
1199124544000161,Laurentides,-74.308767559146,46.065943536223,1664643121344
459344765175813,Centre-du-Quebec,-71.854238100427,46.379466466236,1465818727000
1149460670670696,Estrie,-71.093000381181,45.79014137737,1764950864740
263664852723002,Capitale-Nationale,-71.525536430862,46.894569921073,1683287006000
1060300741830918,Monteregie,-74.054039084678,45.388092073069,1700322442650
1387331645545182,Monteregie,-73.757320376661,45.024759962686,1656456397714
1279998216044702,Monteregie,-73.812169205169,45.328393561689,1691177448400
313153350446621,Laurentides,-74.290128979625,46.063394536844,1535466305413
180560990635145,Centre-du-Quebec,-71.840694221418,46.389121654291,1572611035023
854579803141286,Montreal,-73.761337731853,45.495400367674,1700069979609
297950445152838,Monteregie,-73.837947560072,45.315347082522,1545928198162
1218297339219574,Monteregie,-74.053998020342,45.388059465822,1725206920016
967952807736498,Capitale-Nationale,-71.531761160237,46.894383691677,1685202860000
474806730524528,Centre-du-Quebec,-71.843552712064,46.387601789737,1407157955000
225745943459608,Laurentides,-74.308280749032,46.065794383281,1680868441687
311975660326913,Monteregie,-73.811807143279,45.328348816035,1558369700000
1197908157981174,Montreal,-73.760305356194,45.499320022753,1700070117832
151260810275825,Monteregie,-73.838142728458,45.315168630778,1407168361000
583180276456814,Monteregie,-73.838642529283,45.314978880439,1654088989457
272813808502358,Chaudiere-Appalaches,-71.253273409386,46.250469083405,1683452025000
186099356703217,Laval,-73.832454163101,45.520819093146,1557734963000
386740409147014,Laval,-73.776442226785,45.587382496096,1556813223947
295592906321151,Chaudiere-Appalaches,-70.676347404782,46.506564844563,1690645832000
1431080827978055,Laval,-73.750478973383,45.598568866504,1758367158126
1460499821477378,Centre-du-Quebec,-71.968438202664,46.06804082874,1703362058000
24970773025956200,Estrie,-72.372155895994,45.405530824786,1764516776723
660206092819672,Chaudiere-Appalaches,-70.660025768435,46.505999129297,1690645786000
1118210681994457,Estrie,-72.367525042844,45.403820150115,1505046116717
1193654484398314,Laval,-73.776162306668,45.587519465789,1556813309028
846868236431503,Mauricie,-72.752862608482,47.524932722142,1451684191995
1053532430097298,Laval,-73.750334467554,45.598601384333,1755171461587
1178199264122160,Laval,-73.750049356719,45.598669719429,1758369584857
1070299627466709,Montreal,-73.915261324803,45.430679302225,1697212163083
1728625147802305,Montreal,-73.911230642657,45.430234438331,1764354843030
1862890037533698,Saguenay-Lac-Saint-Jean,-71.138260352871,48.287767206508,1722171765000
1021497429499917,Estrie,-72.132189292722,45.661274936824,1719321753301
523065507220200,Montreal,-73.9109935,45.4412664,1723576304000
628109549208567,Outaouais,-75.31626,45.650775,1684575501000
1029823762030726,Monteregie,-74.064669624563,45.35009552481,1723818223616
831489361557795,Chaudiere-Appalaches,-70.558955036307,46.613275941337,1690914600000
796694198185403,Montreal,-73.911402364409,45.441591159832,1661259425736
393656909241795,Centre-du-Quebec,-72.753131285671,46.156874713759,1502211796386
1051247519583447,Chaudiere-Appalaches,-70.553343615477,46.609469702727,1690636288000
382051706970989,Capitale-Nationale,-71.945780672018,46.642384421704,1597331368000
1263255928136382,Montreal,-73.919611992186,45.446424333436,1700157637159
519243553751429,Laval,-73.629999611556,45.690355754699,1681116377715
2957124331212008,Laval,-73.630101125476,45.690588247585,1433070714894
1227093367978527,Chaudiere-Appalaches,-70.553694909243,46.611882564128,1690636608000
376900694612558,Montreal,-73.913333642608,45.443159896577,1661273665667
3996043860489904,Capitale-Nationale,-71.938542236495,46.646259449615,1416038898000
1489091944976265,Laurentides,-74.125781030067,46.090475056251,1709469767916
1258058055453058,Chaudiere-Appalaches,-70.552398419079,46.611038298486,1724686078327
276264540837394,Laval,-73.627064334966,45.68110609186,1433070902302
298315842976791,Capitale-Nationale,-71.938259418028,46.64626628838,1696359404000
1186671999979302,Laval,-73.713064495274,45.588765290278,1761386524897
1164452352294212,Laval,-73.712771530346,45.588667823041,1761392052435
1754480495337800,Mauricie,-73.655413,46.89307,1728325609000
757002440021544,Mauricie,-73.798837,47.831366,1754171995000
1052039015953407,Mauricie,-73.658312,46.884296,1692112424000
2077703192646939,Mauricie,-73.633346,46.897007,1728325291000
328777308841590,Abitibi-Temiscamingue,-77.38555763586,48.077184410853,1531240808000
318841796274136,Outaouais,-75.729841781656,45.491482571336,1504879835000
924403595057702,Abitibi-Temiscamingue,-77.377237662712,48.065115969331,1531240864000
377461506817777,Outaouais,-75.700507079542,45.488667751898,1405695649000
1149873596403061,Chaudiere-Appalaches,-70.828317031806,46.591774041701,1690646585000
1305476257767962,Outaouais,-75.298113059502,46.061193001191,1755194094000
4251780151519469,Outaouais,-75.700666657841,45.488683332692,1486038365000
710029527605444,Chaudiere-Appalaches,-70.825256020122,46.587747734134,1693509185000
1572650503573861,Laval,-73.843109298879,45.557254847968,1759061375688
285724620812912,Chaudiere-Appalaches,-70.826564549374,46.588948114616,1690916390000
1223179415065916,Outaouais,-75.30697,46.069713,1684583911000
489135792233855,Outaouais,-75.700054780757,45.488665052779,1486038361000
247003700504371,Capitale-Nationale,-71.201648319304,46.814478814518,1538929589936
5199973873357931,Capitale-Nationale,-71.207921696779,46.817273138764,1652048578898
340261008381612,Chaudiere-Appalaches,-70.826265027273,46.588802803194,1696440431000
131613835625011,Outaouais,-75.700205140672,45.488604539829,1440164259000
486980785753728,Capitale-Nationale,-71.202242514241,46.812288349354,1538946791756
308405340864726,Outaouais,-75.700180449302,45.504454173795,1447927122112
1112218371119750,Capitale-Nationale,-71.185512893744,46.806151838568,1759163054250
920522439793577,Bas-Saint-Laurent,-67.062776,48.801773,1719670420000
807855856518833,Outaouais,-75.700544499905,45.5044055484,1489319847000
1573031060604111,Estrie,-72.048249206371,45.537404469263,1765044373184
1423390671921895,Monteregie,-74.049365018509,45.357688350245,1704227753000
1049382166868030,Laval,-73.540890365512,45.672582342021,1699115171465
288527596312338,Monteregie,-74.049958602121,45.354385405295,1583783710623
1524448958980700,Laval,-73.733370344026,45.598790965019,1758964940042
1068041234117494,Laval,-73.726414615665,45.601021166298,1654277843273
412099795287909,Laval,-73.5422302,45.6728406,1719934377000
1091946286037286,Laval,-73.731629448154,45.600530281781,1758965394371
1068667888813383,Laval,-73.815879876946,45.589558467477,1756647336918
2323798648017068,Laval,,,1749909088442
1147955182344039,Laval,-73.811007566079,45.609079838471,1553715582185
525979065240001,Laurentides,-74.568752777778,46.183147222222,1590844676213
1082193647221579,Laval,-73.738375479635,45.609667541161,1755173373749
798389915943370,Laval,-73.815842904533,45.589442330645,1756648474518
329385106379787,Monteregie,-74.234420291213,45.282585098577,1666630104000
3148536505386472,Laval,-73.54088098365,45.672631209767,1654104317350
1594771958165076,Laval,-73.738084789528,45.609911632293,1758367457592
1402575913437575,Laval,-73.8110129161,45.609087276505,1548533264631
3046178918943165,Laurentides,-74.569286111111,46.185408333333,1590846956317
1582947112580758,Montreal,-73.549918204383,45.459974007223,1608409425133
484447316600913,Capitale-Nationale,-70.1383186,47.843014699972,1662569418000
1706922246161979,Laval,-73.811016066093,45.609083371437,1547667841353
720361236659161,Monteregie,-74.234362567144,45.282531715305,1700153530500
2832177863759785,Laval,-73.811009072645,45.609069966838,1553809028185
946142107390497,Estrie,-71.603300088705,45.085898883255,1724522455428
499309334815771,Laurentides,-75.332122220836,46.562300002492,1489333129000
256664760607183,Laval,-73.810242055241,45.608580748166,1693497044684
877869314621369,Monteregie,-74.234463040427,45.282635214917,1764269408500
1677314866171853,Estrie,-71.602055332253,45.083683987392,1724521506436
651417453426985,Mauricie,-72.757256546495,47.636048102023,1451683103303
3010563832593461,Laval,-73.810673723153,45.608634668501,1554579827343
498155591323696,Laurentides,-75.330222226611,46.562919440267,1489333122000
526321919473455,Lanaudiere,-73.573406199726,45.714771081557,1681116412216
1102968104891129,Monteregie,-74.251875998927,45.296713024514,1732738353750
610752267638559,Capitale-Nationale,-71.002725878824,46.861683663255,1681384223000
119538107770763,Lanaudiere,-73.573728838374,45.714672360586,1681036147746
551160361365453,Outaouais,-74.910832359954,45.943596407692,1746121422366
869414712194725,Monteregie,-74.251796979813,45.296072096019,1764269075250
956360958891957,Lanaudiere,-73.570289412215,45.715295638469,1680963735546
1091281715868189,Monteregie,-74.234390419256,45.282535375342,1732729231750
831888328544465,Lanaudiere,-73.573711696233,45.714708011892,1693241287271
620410540136275,Chaudiere-Appalaches,-71.18689362372,46.293992149969,1683452500000
948872569181859,Lanaudiere,-73.573991691131,45.714722196527,1447934494030
932436831294080,Chaudiere-Appalaches,-71.18693,46.303484,1683452623000
594313015704584,Capitale-Nationale,-70.251895720079,47.864280258595,1662553372000
1756848528010337,Capitale-Nationale,-70.250082699972,47.856022799972,1662552437000
814314223469969,Chaudiere-Appalaches,-70.298489538996,46.732200947845,1690903935000
905189341566829,Montreal,-73.831382141517,45.515710942044,1605886480184
619613858985872,Outaouais,-76.51755361235,45.776583180171,1592048984000
476773507643518,Capitale-Nationale,-70.251524316835,47.863931479619,1662552767000
145111975205953,Capitale-Nationale,-71.726752478871,46.777612379018,1683974460000
1729455984573899,Montreal,-73.826210797248,45.514763095611,1605886237027
176592682011171,Capitale-Nationale,-71.740173554291,46.787512606503,1683974405000
1131404054684067,Laval,-73.649984512038,45.671818420851,1703013482199
1596299701000178,Montreal,-73.82896760983,45.515172051317,1700152145332
238206251925400,Laval,-73.637222757175,45.693065421105,1680892200858
845664481608930,Bas-Saint-Laurent,-69.375212202562,47.532096688517,1765143574691
1340235430026796,Laval,-73.651207914393,45.695274863574,1709306410733
937426254423517,Monteregie,,,1714138853391
361411682171120,Outaouais,-75.551795,45.81301,1625934108000
1568815550393859,Monteregie,-74.368761777788,45.33006275133,1728144900566
25107624695566172,Estrie,-71.532106409394,45.392439935128,1764967634578
211373871758971,Mauricie,-72.187426998053,46.627453605752,1685197341000
138470868305465,Laval,-73.721924967155,45.549663121528,1572715953031
4310593525931353,Laurentides,-75.585932166573,46.568842726002,1755289074000
1039568147015920,Mauricie,-72.189869271582,46.629028880813,1685198334000
2048195595319973,Laval,-73.749517959259,45.530313837184,1557733896000
296351108789705,Laurentides,-75.598375171923,46.556940069623,1569069597000
732118272972909,Laurentides,-75.585807653752,46.561673271012,1755270138000
956183298463806,Laval,-73.722352509618,45.549888007395,1548356660973
812467907182337,Lanaudiere,-73.842596,46.900314,1692116140000
830447814521319,Laurentides,-75.599974963689,46.55685000273,1489334600000
528606731480820,Laval,-73.749989892768,45.528618090329,1583862140719
1087446418406492,Laval,-73.722872483543,45.54982940159,1521314349912
996582902473559,Outaouais,-76.776376602416,45.749982041313,1718199981200
528308819812998,Lanaudiere,-73.637337,46.587806,1728404148000
374236587364355,Laval,-73.722452639364,45.549861716966,1547667384177
1015876426764654,Outaouais,-76.776851426249,45.749981500931,1718201880600
823714627333551,Estrie,-71.517702396737,45.468536705885,1764948148720
1749191242441528,Estrie,-71.539752930333,45.457631678339,1764948064674
7271472182889537,Mauricie,-73.0317542619,46.181852662579,1711820253000
1162533008635404,Monteregie,-73.143475100333,45.25055621165,1762078274383
158916312908250,Laval,-73.750192907729,45.576912039697,1571866498982
232257945886412,Mauricie,-73.032938105149,46.181042127923,1679484135000
1798375621050740,Monteregie,-73.133848419489,45.246574163983,1762078312733
152610303964796,Laval,-73.749905965772,45.576675758239,1654278100286
302477064788553,Mauricie,-73.034263633836,46.180239723869,1448025091553
2917618408472848,Laval,-73.750178695977,45.576891412954,1572717299015
322332654268107,Bas-Saint-Laurent,-67.237775630053,48.729973804206,1719667863000
235004165087542,Laval,-73.779626699188,45.55880801031,1521399708899
862948468981097,Bas-Saint-Laurent,-67.233652,48.733399,1719669113000
1232503638076086,Montreal,-73.546648354026,45.519931550222,1700404418031
1222639549766746,Montreal,-73.533084162471,45.490265342731,1756586850032
212583574814069,Capitale-Nationale,-71.232225185816,47.510314039691,1682680392000
1015236963738864,Montreal,-73.548398042747,45.519892332084,1701440156896
229380696359520,Capitale-Nationale,-71.232966911328,47.510062255746,1682681654000
1559830874567829,Gaspesie-Iles-de-la-Madeleine,-64.563080899143,48.892166751395,1719862254000
273091121773962,Capitale-Nationale,-71.232616204,47.510238030367,1685543613000
830187265725481,Gaspesie-Iles-de-la-Madeleine,-64.577759,48.880879,1719847875000
1361206614806742,Capitale-Nationale,-71.233068385327,47.510079613964,1692636996000
1039225968351991,Lanaudiere,-74.058168619229,46.589411621466,1749998585898
